,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
336,NCT04448626,Observational,MicAMI-BPCO,,Micro-environment Involvement in Muscle Alteration Induced,Micro-environment Involvement in Muscle Alteration Induced by Copd Exacerbation,Completed
337,NCT00004378,Interventional,,,Stem Cell Transplantation (SCT) for Genetic Diseases,,Completed
338,NCT04448613,Observational,PAGODE,,Precise High Resolution MRI to Increase Accuracy and Gain Confidence to Diagnose Patients With Optic Disc Edema,Precise High Resolution MRI to Increase Accuracy and Gain Confidence to Diagnose Patients With Optic Disc Edema,"Active, not recruiting"
339,NCT04448600,Observational,BAHA-IRM,,Bone Conduction Implant and MRI,Baha Bone Conduction Implants and Magnetic Resonance Imaging,"Active, not recruiting"
340,NCT04448587,Interventional,GVHD,,Sitagliptin for the Treatment of Grade 3-4 and Refractory Acute Graft-versus-host Disease,Sitagliptin for the Treatment of Grade 3-4 and Refractory Acute Graft-versus-host Disease,Not yet recruiting
341,NCT04448574,Observational,,,Chest Wall Deformities in Children - Epidemiological Data,Chest Wall Deformities in Children - Epidemiological Data,Completed
342,NCT04448561,Interventional,,,"A Study to Assess the Safety, Tolerability and Pharmacokinetics of Multiple Doses of ASP8062 With a Single Dose of Morphine in Recreational Opioid Using Participants","A Phase 1 Randomized, Placebo-controlled Study to Assess the Safety, Tolerability and Pharmacokinetics of Multiple Doses of ASP8062 With a Single Dose of Morphine in Recreational Opioid Using Participants",Recruiting
343,NCT04448548,Observational,,,Possible Roles of MDW in Infection Management in Emergency Care,Possible Roles of MDW in Infection Management in Emergency Care,Completed
344,NCT04448535,Interventional,,,Effects of Ginkgo (Gingko Biloba) on Retinal and Choroidal Ocular Tissue,Effects of Ginkgo (Gingko Biloba) on Retinal and Choroidal Ocular Tissue,Not yet recruiting
345,NCT04448522,Interventional,,,Reduced vs Conventional Dosage Intensity-modulated Radiotherapy for Chemotherapy-sensitive Stage II-III Nasopharyngeal Carcinoma,A Multicenter Randomized Controlled Trial Comparing Reduced Dose With Regular Dose Intensity-modulated Radiotherapy for Chemotherapy Sensitive Stage II-III Nasopharyngeal Carcinoma,Recruiting
346,NCT04448509,Interventional,,,Peripheral Blood Mononuclear Cell Collection Protocol for UCART Cell Tumor Immunotherapy Study,Peripheral Blood Mononuclear Cell Collection Protocol for UCART Cell Tumor Immunotherapy Study,Recruiting
347,NCT04448496,Interventional,DANTE,,Prospective Trial of Dexamethasone implAnt for Treatment Naïve diabeTic Macular Edema,Prospective Trial of Dexamethasone implAnt for Treatment Naïve diabeTic Macular Edema: The Multicenter DANTE Study,Recruiting
348,NCT04448483,Interventional,AVANCER,,Clinical Study for Upper Limb Motor Restoration in Chronic Stroke Patients Using Personalized Neuro-technologies,Accident Vasculaire cérébral et Apport Des Neurotechnologies individualisées Chez la Personne Avec Une hémiparésie Chronique : Une Etude Clinique Prospective Visant à Restaurer la mobilité du Membre supérieur,Not yet recruiting
349,NCT04448470,Observational,,,Daytime Sleepiness in Patients With the Assessment of a Sleep-related Respiratory Disorder,Comparison Between the Situational and the Time-of-day Recording of Daytime Sleepiness in Patients With the Assessment of a Sleep-related Respiratory Disorder,Recruiting
350,NCT04448457,Interventional,,,Sufentanil Sublingual Tablet System for Postoperative Pain Management After Total Knee Arthroplasty,Sufentanil Sublingual Tablet System For Management Of Postoperative Pain In Enhanced Recovery After Surgery Pathway For Total Knee Arthroplasty: A Randomized Controlled Study,Completed
351,NCT04448431,Interventional,VIVRE,,Comparison of Vortioxetine and Desvenlafaxine in Adult Patients Suffering From Depression,"A Randomised, Double-blind, Parallel-group, Active Controlled Study Evaluating the Efficacy of Vortioxetine Versus Desvenlafaxine in Adult Patients Suffering From Major Depressive Disorder With Partial Response to SSRI Treatment",Recruiting
352,NCT04448418,Observational,,,The Impact of COVID-19 Outbreak on Trans-population's Health in Italy,Observational Evaluation of the Impact of COVID-19 Outbreak on Transgender Subject's Health and on the Organization of Trans-population Health Care Services,Recruiting
353,NCT04448405,Observational,,,Covid-19 Lockdown and Deviant Sexual Fantasies,Descriptive Study on the Impact of Covid-19 Lockdown on Deviant Sexual Fantasies,Recruiting
354,NCT04448392,Interventional,,,Valacyclovir in Neonatal Herpes Simplex Virus Disease,Evaluation of the Pharmacokinetics and Pharmacodynamics of Valacyclovir in Neonates With Neonatal Herpes Simplex Virus Disease Who Have Completed Standard of Care Treatment With Acyclovir,Not yet recruiting
355,NCT04448379,Interventional,,,Efficacy and Safety of JMT101 Combined With Afatinib (or Osimertinib) in Patients With Non-Small Cell Lung Cancer,"A Phase Ib,Open Label,Multi-center Study to Assess the Efficacy and Safety of JMT101 Combined With Afatinib (or Osimertinib) in Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer With EGFR Exon 20 Insertion Mutations",Not yet recruiting
356,NCT04448366,Interventional,,,Cognitive Behavioral Therapy in Endometriosis,Cognitive Behavioral Therapy to Improve Quality of Life After Surgical Treatment of Women With Endometriosis,Not yet recruiting
357,NCT04448353,Observational,CRISP,,Carotid Risk Prediction (CRISP) Consortium,Carotid Risk Prediction (CRISP) Consortium,Recruiting
358,NCT04448340,Observational,MLDLB,,A Novel Machine Learning Algorithm to Predict the Lewy Body Dementias,A Novel Machine Learning Algorithm to Predict the Lewy Body Dementias Using Clinical and Neuropsychological Scores,Recruiting
359,NCT04448327,Interventional,tVNS_MDD_Sex,,Impact of Transcutaneous Vagal Nerve Stimulation on Stress Response in Major Depression,Sex-Dependent Impact of Transcutaneous Vagal Nerve Stimulation on the Stress Response Circuitry and Autonomic Dysregulation in Major Depression,Not yet recruiting
360,NCT04448314,Observational,,,Study to Evaluate the Usability of PointCheck,"Study to Evaluate the Usability of PointCheck, a Novel Optical Technology for Screening Non-Invasively Severe Neutropenia","Active, not recruiting"
361,NCT04448301,Interventional,,,PC001- A Study to Evaluate the Usability of PointCheck,"PC001 - Study to Evaluate the Usability of PointCheck, a Novel Optical Technology for Screening Non-Invasively Severe Neutropenia",Not yet recruiting
362,NCT04448288,Interventional,,,Time-based Effects of Stretching on Hamstrings Muscle Strength,Time-based Effects of Stretching on Hamstrings Muscle Strength,Completed
363,NCT04448275,Interventional,,,Effect of Neurodynamics Nerve Flossing on Femoral Neuropathy in Haemophilic Patients,Effect of Neurodynamics Nerve Flossing on Femoral Neuropathy in Haemophilic Patients,"Active, not recruiting"
364,NCT04448262,Observational,,,Bronchial Asthma and Diabetes: Impact on Bronchial Inflammation and Exercise Capacity,Bronchial Asthma and Diabetes: Impact on Bronchial Inflammation and Exercise Capacity,Recruiting
365,NCT04448249,Interventional,,,Advanced Practice Nurse Intervention Versus Usual Care for Hypertension Control,Advanced Practice Nurse Intervention Versus Usual Care for Hypertension Control: Study Protocol for an Open-label Randomized Controlled Trial,Not yet recruiting
366,NCT04448236,Interventional,,,Effect of Blood Flow Restriction Resistance Exercises in COPDAE In-patient Rehabilitation,"Effects on Muscle Strength After Blood Flow Restriction Resistance Exercise (BFR-RE) in Early In-patient Rehabilitation of Chronic Obstructive Pulmonary Disease Acute Exacerbation (COPDAE), a Single Blinded, Randomized Controlled Study",Not yet recruiting
367,NCT04448223,Interventional,,,A Clinical Study to Evaluate the Efficacy and Safety of CKD-351,"Multi Center, Randomized, Open-label, Active Controlled, Phase 2 Trial, Proof Of Concept Study to Evaluate the Efficacy and Safety of CKD-351 in Primary Open Angle Glaucoma or Ocular Hypertension Patients",Recruiting
368,NCT04448210,Interventional,,,Web-based Resource for Children and Adolescents About Clinical Research,Web-based Resource for Children and Adolescents About Clinical Research,Recruiting
369,NCT04448197,Observational,,,Insomnia Treated by Traditional Chinese Medicine and Its Circadian Rhythm,The Real World Study on of Insomnia Treated by Traditional Chinese Medicine and Observation of Its Correlation With Circadian Rhythm,Recruiting
370,NCT04448184,Interventional,PATH,,Platelet Transfusions in Hematopoietic Stem Cell Transplantation (The PATH Trial),Platelet Transfusions in Hematopoietic Stem Cell Transplantation - The PATH Phase III Trial,Not yet recruiting
371,NCT04448171,Interventional,,,TENS Used for Pain Management During Office Cystoscopy Botox Injections,Transcutaneous Electric Nerve Stimulation For Pain Control During Office Intra-detrusor Onabotulinumtoxin A Cystoscopy Injection for Overactive Bladder: A Phase III Randomized Controlled Trial,Not yet recruiting
372,NCT04448158,Observational,MUTARESERVOIR,,Dynamics of Drug Resistance-associated Mutations in HIV-1 DNA Reverse Transcriptase Clearance During Effective Antiretroviral Therapy,Dynamics of Drug Resistance-associated Mutations in HIV-1 DNA Reverse Transcriptase Clearance During Effective Antiretroviral Therapy,Not yet recruiting
373,NCT04448145,Observational,,,Determinants of SARS-COV2 (COVID-19) Persistence After Convalescence,"Characterizing SARS-CoV-2 Persistence in Host Reservoirs, Post-viral Sequelae, and Associations With Host and Viral Determinants in a Cohort of Convalescent COVID-19 Cases",Recruiting
374,NCT04448132,Interventional,,,Evaluation of the Persistence of the Immunity in 4-year-old Children Previously Immunised With IPV-Al AJV (Picovac®) by Measuring the Response to an Additional Dose of IPV-Al AJV,"Evaluation of the Persistence of the Immunity in 4-year-old Children Previously Immunised With an Adjuvanted Reduced Dose Inactivated Polio Vaccine, IPV-Al AJV (Picovax®) by Measuring the Response to an Additional Dose of IPV-Al AJV",Not yet recruiting
375,NCT04448119,Interventional,,,Control of COVID-19 Outbreaks in Long Term Care,Control of COVID-19 Outbreaks in Long Term Care (CONTROL-COVID),Not yet recruiting
376,NCT04448106,Interventional,AdMSCs,,Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs) for Osteoarthritis,"Clinical Study for Subjects With Osteoarthritis of Knees, Hips, and Shoulders Using a Combination of Intravenous Infusions With Intra-articular Injection of Autologous Adipose Tissue-Derived Mesenchymal Stem Cells (AdMSCs)",Not yet recruiting
377,NCT04448093,Interventional,,,"Relationship Between Quality of Life, Self-image and Oral Health in Patients Undergoing Hemodialysis","Relationship Between Quality of Life, Self-image and Oral Health in Patients Undergoing Hemodialysis: A Comparative Study.",Completed
378,NCT04448080,Interventional,TAPMP3,,Comparison of Topical Anesthesia and Analgosedation in Micropulse Transscleral Glaucoma Treatment,Topical Anesthesia vs. Analgosedation and Pain in Micropulse Transscleral Glaucoma Treatment,Recruiting
379,NCT04448067,Interventional,,,Dietary Incorporation of Lentils to Improve Metabolic Health,Dietary Incorporation of Lentils to Improve Metabolic Health,Completed
380,NCT04448054,Observational,ICILOLA,,"Imaging SARS-CoV-2 Involvement of Leptomeninges, Olfactory and Limbic Areas","Imaging SARS-CoV-2 Involvement of Leptomeninges, Olfactory and Limbic Areas",Recruiting
381,NCT04448041,Observational,CRANE,,CRANE Feasibility Study: Nutritional Intervention for Patients Undergoing Cancer Surgery in Low- and Middle-Income Countries,A Cluster Randomised Feasibility Study of a Sustainable Nutritional Intervention for Patients Undergoing Cancer Surgery in Low- and Middle-Income Countries,Not yet recruiting
382,NCT04448028,Interventional,STOPPIT,,"Stop of Proton-pump Inhibitor Treatment in Patients With Liver Cirrhosis - a Double-blind, Placebo-controlled Trial","Stop of Proton-pump Inhibitor Treatment in Patients With Liver Cirrhosis - a Double-blind, Placebo-controlled Trial",Not yet recruiting
383,NCT04447989,Interventional,SILDI-SAFE,,Safety of Sildenafil in Premature Infants With Severe Bronchopulmonary Dysplasia,Safety of Sildenafil in Premature Infants With Severe Bronchopulmonary Dysplasia,Not yet recruiting
384,NCT04447976,Observational,deCAP,,Prospective Evaluation of Performance of Disposable Elevator Cap Duodenoscope During ERCP in Clinical Practice,A Multi-center Prospective Study to Evaluate Performance of Disposable TIP Duodenoscope Designed to Prevent Future Outbreak Related to Contaminated Duodenoscope.,Recruiting
385,NCT04447963,Interventional,,,Evaluation of Safety and Efficacy of the BTL-785F Device for Non-invasive Reduction of Wrinkles,Evaluation of Safety and Efficacy of the BTL-785F Device for Non-invasive Reduction of Wrinkles,Recruiting
386,NCT04447950,Interventional,,,Randomized Control Trial of Quadratus Lumborum Block for Lumbar Spine Decompression and Fusion Surgery,"A Randomized, Double Blind, Placebo Controlled Evaluation Trial of the Benefit in Quadratus Lumborum Block as a Postoperative Analgesic Technique for a Lumbar Spine Decompression and Fusion Surgery",Not yet recruiting
387,NCT04447937,Observational,,,Immunodeficiency in MS,Analysis of Medical Therapy and History as Risks of Immunodeficiency in Multiple Sclerosis Patients,Not yet recruiting
388,NCT04443582,Observational,,,Point-of-care-Ultrasound for Sleep Apnea,An Exploratory Study of Correlating Point Of Care Ultrasound (POCUS) Measures of Sleep Apnea With STOP-BANG Scoring and Apnea-Hypopnea Index (AHI),Recruiting
389,NCT04447924,Interventional,PIP-I,,The Effect of a Probiotic Strain on Ibuprofen-induced GI Damage,"The Effect of Daily Intake of Bifidobacterium Breve Bif195 on Small-intestinal Damage Induced by Ibuprofen - a Randomized, Double-blind, Placebo-controlled Trial in Healthy Volunteers.",Recruiting
390,NCT04447911,Interventional,EMPOWER,,Effects of the SGLT2 Inhibitor Empagliflozin in Patients With Euvolemic and Hypervolemic Hyponatremia,Effects of the SGLT2 Inhibitor Empagliflozin in Patients With Euvolemic and Hypervolemic Hyponatremia - a Monocentric Randomized Double-blind Placebo-controlled Trial (the EMPOWER Study),Not yet recruiting
391,NCT04447898,Interventional,,,Dose Escalation Study Assessing the Safety and Immune Response of PPV-06 Vaccine,"A Randomized, Double-blind, Placebo-controlled, Dose Escalation Phase I Study Assessing the Safety and Immune Response of PPV-06 Vaccine in Patient With Inflammatory Knee Osteoarthritis (KOA)",Not yet recruiting
